state_id,address,name,description,image,image2
1,Alexandria,Alexandria Lighthouse Pharos | Ancient Lighthouse Alexandria,"Alexandria Lighthouse Pharos The ancient lighthouse of Alexandria was built for the purpose of helping sailors reach the port of Alexandria in Egypt, and was truly a unique engineering marvel of the wonders of the ancient world. Find out more here!",https://www.cairotoptours.com/storage/1756/conversions/492c7f4d6ba3d7fc4eb707f4a68db9cf-webp.webp,https://www.cairotoptours.com/storage/1755/conversions/6fb32d0df9e4fe914992d2f1aa195fe1-webp.webp
1,Alexandria,Saint Mark the Evangelist,"St. Mark, one of the most important in Christian history, especially in Egypt.",https://www.cairotoptours.com/storage/2421/conversions/b04baede280757ce08d64e256017d524-webp.webp,https://www.cairotoptours.com/storage/2420/conversions/a5496f1479bd8d892c611614b66aa2b6-webp.webp
1,Alexandria,St. Catherine of Alexandria,"In the Coptic Orthodox Church, she is considered a martyr, and in the Catholic Church, she is considered one of the fourteen assistants.",https://www.cairotoptours.com/storage/2424/conversions/ccae160ea1be212c1dafebc343d2330f-webp.webp,https://www.cairotoptours.com/storage/2423/conversions/bc742dc781c9cce0b4909ebb710142fe-webp.webp
1,Alexandria,El montazah palace alexandria | montaza palace history,"The gardens of Montazah Palace, with their enchanting views of the Mediterranean, are one of the most beautiful historical and tourist sites in Alexandria, and visitors need to discover its attractions on foot for hours.",https://www.cairotoptours.com/storage/2436/conversions/fdbd612adcfbfdf43492e7ec7d14f18a-webp.webp,https://www.cairotoptours.com/storage/2435/conversions/a1d7395d4fac2e1a037bae344a72ab7d-webp.webp
1,Alexandria,Mosque of abu al-abbas al-mursi | masjid abu al-abbas al-mursi,"In Alexandria is the Abu al-Abbas al-Mursi Mosque or al-Marsa Abu al-Abbas, one of the oldest and most famous mosques, as it is distinguished by its distinctive shaped domes, and is one of the most important features of the Abu al-Abbas area in the Bahri area of the city, to its owner Shihab al-Din Abu al-Abbas Ahmad bin Hassan bin Ali al-Khazraji al-Ansari al-Marsa.",https://www.cairotoptours.com/storage/2438/conversions/f050c8b61fadddbebf260d9f866f3de0-webp.webp,https://www.cairotoptours.com/storage/2437/conversions/a523d8bfb84ce45331cb7edfea1834e0-webp.webp
1,Alexandria,The Royal Jewelry Museum,"It is called the ""Palace of Jewels"" due to its presence in the building that was the palace of one of the princesses of the upper royal family.",https://www.cairotoptours.com/storage/2440/conversions/45d9b775ce7431e64380a2a5c2b7b7c7-webp.webp,https://www.cairotoptours.com/storage/2439/conversions/1571154a7a4412e9228645f9d40edcc9-webp.webp
1,Alexandria,Tombs OF Shatby | Shatby Necropolis,"the Chatby tombs are considerably older, dating back to the 3rd century BC, just before the end of the Pharaonic period. At the time of their construction, there was a huge amount of Greek and Roman influence, although the Greeks were still in power at the time. This merging of cultures can still be seen to this day, not only when visiting the tombs, but also throughout the city of Alexandria.",https://www.cairotoptours.com/storage/2649/conversions/48a797c31b2d62d30ca9bb271a3df675-webp.webp,https://www.cairotoptours.com/storage/2648/conversions/1aaf2bac1feff94c1345cbb6ae3ce291-webp.webp
1,Alexandria,Ras El Tin Palace in Alexandria | Ras El Tin Palace History,"The Palace construction was initiated by Mohamed Ali himself in 1834 to require the form of a Roman fort and to function as another ruling headquarters almost like the functions of worship El-Din fastness. creator Yezi Bek, was commissioned to style and build the Palace. Construction works ran from1834-1848 and terminated once thirteen years of labor.",https://www.cairotoptours.com/storage/2663/conversions/82577b6786cce7994bb3738a8320bb93-webp.webp,https://www.cairotoptours.com/storage/2662/conversions/84fd0f45de15ae444c2e9e53756e6121-webp.webp
1,Alexandria,The Graeco-Roman Museum | Roman Amphitheater of Alexandria,"The Hellenic repository is tiny, however, it options artifacts from a desirable amount of Egyptian history once Greek, Roman, and Ancient Egyptian civilization all interacted here, leading to a motivating fusion of traditions. during this little repository, you may be available in contact with many legendary figures from world history, all of the UN agencies compete out the necessary components of their lives in Alexandria.",https://www.cairotoptours.com/storage/2665/conversions/35141449a7fda75f05be46ac1a988381-webp.webp,https://www.cairotoptours.com/storage/2664/conversions/73039708efcf0f8122f11123ca1d7ffb-webp.webp
1,Alexandria,Mamoura Beach Alexandria Egypt | Alexandria Attractions,"El Maamora Beach may be a style beach within the neighborhood of El Maamora in Alexandria, Egypt. it's settled east of Montaza's royal gardens, and administrated by each the Governorate of Alexandria and also the El Maamora Housing and Construction company. it's thought-about one among the most traveler attractions in Alexandria for its beach and parks.",https://www.cairotoptours.com/storage/2722/conversions/89279e247c1c4a86d8975ebfb479c46a-webp.webp,https://www.cairotoptours.com/storage/2721/conversions/932131bf7ec6d811e36bfe6aff134d78-webp.webp
1,Alexandria,Aquarium Museum Alexandria,"The Aquarium Museum has an important role in spreading culture, knowledge, and information useful to interested and visiting school and university students and tourists from all over the world.",https://www.cairotoptours.com/storage/2757/conversions/dca19d6a25504acd5606a4dc9eae4ca5-webp.webp,https://www.cairotoptours.com/storage/2756/conversions/007b57a9f28eaaf361f86a7e93a8fe4c-webp.webp
1,Alexandria,El Nabi Daniel Mosque,"Located in the city of Alexandria, there are several Islamic mosques attributed to prophets and messengers who preceded Christianity and Islam, and perhaps this appears in that these mosques may have been ancient temples turned into mosques, or due to the presence of large Jewish communities in the city of Alexandria in the Roman era, so the names were given to the name her prophets.",https://www.cairotoptours.com/storage/2896/conversions/28e5d387923cfec38fc08f18aa558cb7-webp.webp,https://www.cairotoptours.com/storage/2895/conversions/2f31600c327cf3facff6fab1d9a8b1f0-webp.webp
1,Alexandria,Sidi Gaber Mosque,"The mosque was initially a small corner that was built around the middle of the seventh century AH. This corner remained in its condition until a mosque was built on its ruins at the end of the nineteenth century AD. In 1955 AD, the old mosque was removed to build the current mosque in its place.",https://www.cairotoptours.com/storage/2901/conversions/c9f863d2ade17a2beb8004dc485eb516-webp.webp,https://www.cairotoptours.com/storage/2900/conversions/9a616c27c0014c3d3be12576e3f865fc-webp.webp
1,Alexandria,Sidi Beshr Mosque,"The Sidi Bishr area is one of the most important areas of the Montazah neighborhood, located east of the city of Alexandria in Egypt. It was named after the Sheikh and Imam Bishr, who lived and was buried in that area. The reason for the name was in reference to Sheikh Bishr bin Al Hussein bin Muhammad bin Obaid Allah bin Al Hussein bin Bishr Al Jawhari.",https://www.cairotoptours.com/storage/2903/conversions/2a75da1b95d125aaaf4f06fd4fc41767-webp.webp,https://www.cairotoptours.com/storage/2902/conversions/21f159f7d8398e592c73dcfd148895ee-webp.webp
1,Alexandria,AL-Imam AL-Busiry Mosque,"The mosque is attributed to the Sufi imam and poet Sharaf al-Din Abu Abdullah Muhammad bin Saeed Hammad bin Mohsen - nicknamed Al-Busairi in relation to the city of Busir in Upper Egypt, who lived in the period from 1213 AD - 1295 AD, and his ancestors belonged to a branch of the Sanhaja tribe in the Maghreb, some of whom migrated to Egypt And they settled.",https://www.cairotoptours.com/storage/2905/conversions/8c4d40d5ea25a06ab5d16c138c8dc2fa-webp.webp,https://www.cairotoptours.com/storage/2904/conversions/e345a519d1625aa63f89a0191e147aa1-webp.webp
1,Alexandria,Ras EL-Tin Palace,"Muhammad Ali ordered that the Ras al-Tin Palace be built in the form of a fortress to serve as the seat of his rule in the Citadel of Salah al-Din in Cairo, and the design of the palace was designed by the French engineer “Sir Yeezy Beck” in 1834-1847, meaning that it took 13 years to build. It bears the name ""Muhammad Ali"" and some granite columns.",https://www.cairotoptours.com/storage/2907/conversions/38962b85c0f9efae996009a5b939482f-webp.webp,https://www.cairotoptours.com/storage/2906/conversions/458fa8c7d6d35af1cdb23ad64491ea10-webp.webp
1,Alexandria,EL-Agami Beach Alexandria,"Alexandria is characterized by its beaches extending from Maamoura in the east to El-Agamy in the west, with wonderful waters, an ideal geographical atmosphere, and stunning landscapes.",https://www.cairotoptours.com/storage/2912/conversions/bac74352e859f7b98490446f9ddfd8ae-webp.webp,https://www.cairotoptours.com/storage/2911/conversions/5858383b27d2187283cfa5157b99ef2c-webp.webp
1,Alexandria,Miami Beach Alexandria,"Travelers usually seek to spend a special trip, and this is indeed what all tourists in Alexandria will have, as there are various tourist attractions, such as the beaches of Alexandria, which are the main attraction for guests",https://www.cairotoptours.com/storage/2914/conversions/34ef0a2f15e137824035627055e78e2c-webp.webp,https://www.cairotoptours.com/storage/2913/conversions/2c189c60cfba41e22059ce92a114be8e-webp.webp
1,Alexandria,mahmoud said Museum,"From the bride of the Mediterranean, Alexandria, and over its sands in Jancles, we go on a trip to the Museum of the most expensive paintings, to the artist with the most expensive paintings sold in the Middle East, to the Muhamed said Museum",https://www.cairotoptours.com/storage/2916/conversions/971716ff42c2ca067872586d19ae1072-webp.webp,https://www.cairotoptours.com/storage/2915/conversions/c3ba3a738d7eeab6de9d9cca1027d007-webp.webp
1,Alexandria,Sidi Bishr Mosque,Sidi Bishr Mosque is one of the landmarks of Alexandria in Egypt,https://www.cairotoptours.com/storage/2919/conversions/13342508b8c001eab08f0bb5951782ff-webp.webp,https://www.cairotoptours.com/storage/2918/conversions/2b25f8bd3d8430c356fa2cef0c4569dd-webp.webp
1,Alexandria,Cavafy museum,"The Cavafy Museum is a residential museum located in the center of Alexandria, which was once the residence of the Greek poet Constantine Cavafy",https://www.cairotoptours.com/storage/2922/conversions/cfc7f659b92bcd6b56a4707f9decbd60-webp.webp,https://www.cairotoptours.com/storage/2921/conversions/b78677004d442d90db5528474b403323-webp.webp
1,Alexandria,Abu Qir Bay,"Abu Qir Bay is a wide bay in the Mediterranean Sea in Egypt, located between Abu Qir (near Alexandria) and the mouth of the Nile River at Rashid and west of the city of Idku",https://www.cairotoptours.com/storage/2925/conversions/d386016f349296724180dac8df8eaf8c-webp.webp,https://www.cairotoptours.com/storage/2924/conversions/bc0427629f604ea360bdea3bc3aa1885-webp.webp
1,Alexandria,Tomb of Abu Darda,"This article makes an effort to identify all the alleged tombs and burial locations for Abu Darda, a well-known friend of Prophet Muhammad. The Citadel of Damascus is home to the most famous of abi Darda's supposed tombs, who was a well-known associate of the prophet Muhammad. The mosque and tomb's origins are unknown because at least two alternative locations, one in Egypt and the other in Jordan, are said to be where Abu Darda was interred. None of these are the known or verified locations where Abi Darda was interred.",https://www.cairotoptours.com/storage/3200/conversions/6bcd17d2b8e71bb5d0d026e5b41fef67-webp.webp,https://www.cairotoptours.com/storage/3199/conversions/9d99df572076bb24f1b65418ac8028a8-webp.webp
1,Alexandria,Princess Aziza Fahmy's Palace,"After the cotton boom in the late century20's , many wealthy families built villas and palaces in the still sandy landscape . most of these villas and palaces vanished to free space for large apartments and population areas",https://www.cairotoptours.com/storage/3580/conversions/2f9f79a4dbd98c3a0bccb78883c55419-webp.webp,https://www.cairotoptours.com/storage/3579/conversions/0b4e2fd25446cb53c6be155a214995e9-webp.webp
1,Alexandria,Tea Island Alexandria | King's Tea Island,"The Tea Island is one of the most popular tourist destinations in Alexandria, to which visitors to the city, neighboring cities, and Arab tourists from different countries resort, to enjoy its picturesque nature, reflected in the seawater that surrounds it on every side, which made it one of the most famous tourist attractions. In Egypt, Alexandria is the most popular destination for families and children.",https://www.cairotoptours.com/storage/3613/conversions/100867a79db0f7948f31da1c28e3388c-webp.webp,https://www.cairotoptours.com/storage/3612/conversions/d66ef864156b306f22ab410cdbfeebf7-webp.webp
1,Alexandria,Serapeum of Alexandria,"An archaeological edifice, reflecting the civilizational trinity witnessed by the Mediterranean bride during the centuries before Christ, in the past, the Egyptians considered it a place to perform the rituals of pilgrimage, and as soon as the Christian faith reached the land of Egypt, they treated it as a house of idolatry, and they destroyed it, leaving only a few of it, but it It shows the greatness of those civilizations that followed it, so that the most famous traveler, Ibn Battuta, described it at the beginning of the 14th century as the strangest thing his eyes had seen in that city.",https://www.cairotoptours.com/storage/3635/conversions/e6761aa476fe20969d48780e903caa96-webp.webp,https://www.cairotoptours.com/storage/3634/conversions/f7f5907a98d8851111c3da1bef7a8c17-webp.webp
1,Alexandria,Alexandria Naval Unknown Soldier Memorial,"The Unknown Soldier is any soldier who was martyred in the war and his personality or identity has not been inferred, so he is not buried in the military cemetery, but a place called the memorial or the tomb of the Unknown Soldier is established to bury those soldiers whose identities have not been identified as a result of distortions from wars,",https://www.cairotoptours.com/storage/3638/conversions/9fcbd9609aa0fa9f3b21472cee7e5970-webp.webp,https://www.cairotoptours.com/storage/3637/conversions/91a11ded3352233915d51a45a4860c15-webp.webp
1,Alexandria,Mohamed Ali Pasha Statue,"The statue of Muhammad Ali, designed by the famous French sculptor Alfred Jacquemar, one of the most famous French sculptors in the nineteenth century, was commissioned by Khedive Ismail to commemorate his grandfather, Muhammad Ali Pasha, the great founder of the Alawite state. The cost of carving the statue was two million francs at the time. The statue was displayed in France for a month, until it decorated Consuls Square (now Mansheya) in December 1872.",https://www.cairotoptours.com/storage/3662/conversions/9edaff5eea52d603c9da590d2628d10c-webp.webp,https://www.cairotoptours.com/storage/3661/conversions/5c1545f7585baf58a7693575e1bfffc1-webp.webp
1,Alexandria,Saint Takla Haymanot Church,There are many services and activities in the Church of Anba Taklahimanot.. some of them are carried out by priests.. and some are carried out by the church community.. and others are done by servants of the church.,https://www.cairotoptours.com/storage/3707/conversions/b9e8e9d47448b993565884752be4df91-webp.webp,https://www.cairotoptours.com/storage/3706/conversions/4bb67b0025b4cc0190a13f2ae1756068-webp.webp
1,Alexandria,El Attarine mosque,"Al-Attarin Mosque is located in the street that bears its name in the Al-Attarin neighborhood. It was known by this name because it is located near the Attarin market, one of the most famous markets in Alexandria in the past. This mosque was also known as Al-Juyushi Mosque, in reference to the Emir of Al-Juyushi, Badr Al-Din Al-Jamali, who renovated, developed, and expanded it in the year 477 AH.",https://www.cairotoptours.com/storage/3710/conversions/b4877d19363184e51322a21daaf9a151-webp.webp,https://www.cairotoptours.com/storage/3709/conversions/f9b28a3a4f19333ff3a9abd2127e82bc-webp.webp
1,Alexandria,Stanely Bridge Alexandria,"Despite the recent establishment of the Stanley Bridge, it was able to attract the attention of many individuals and became one of the most important landmarks of Alexandria and an essential destination for all visitors and citizens of the governorate, despite the possession of the Bride of the Mediterranean many monuments such as Qaitbay Castle and the famous Library of Alexandria, not to mention the number of museums and archaeological palaces, but The bridge remains of interest to many.",https://www.cairotoptours.com/storage/3814/conversions/7f1af5245071f1ea222ce3d00f4c121d-webp.webp,https://www.cairotoptours.com/storage/3813/conversions/ca421098cc7b20646af76fbc04d6fb92-webp.webp
1,Alexandria,Mustafa Kamel Tombs in Alexandria,"In the year 1934, Alexandria was on a date with happiness. While work was underway to construct a playground at one of the sites on Al-Muaskar Al-Romani Street, located in the east of the coastal city, coincidence led workers during the excavation of the land to discover one of the largest and most important tombs dating back to the Ptolemaic era, which is the ancient tombs of Mustafa Kamel.",https://www.cairotoptours.com/storage/3861/conversions/f068c0e325ddbc7a4a603dec6f033222-webp.webp,https://www.cairotoptours.com/storage/3860/conversions/3e055cb1679f839a46451261a60505dd-webp.webp
1,Alexandria,Pope Cyril (Kyrillos) VI,"Pope Cyril (Kyrillos) VI was born in the town of Toukh Al-Nasara in Damanhour in Egypt on Friday, August 2, 1902. His name is Azar. Since early childhood, Azar started his love for the priesthood. He slept on the monks' stone.",https://www.cairotoptours.com/storage/3866/conversions/db68f907a671015c79c63596c8071e1c-webp.webp,https://www.cairotoptours.com/storage/3865/conversions/993564ed58dfa1fcf8cff4ba5d23350a-webp.webp
1,Alexandria,Monastery of Mary Mina in Alexandria,"Today, thousands of pilgrims continue to flock from all over the world to receive spiritual and physical healing at the revived monastery, which has once again become the Lourdes of the East.",https://www.cairotoptours.com/storage/3922/conversions/f61b41a0951005e125917a5a560f9810-webp.webp,https://www.cairotoptours.com/storage/3921/conversions/51422c48874a8cffa240bb13d147c93b-webp.webp
1,Alexandria,Thonis Heracleion,Heracleion -originally called Thonis- sank in the second century B.C. It was the most important port of Egypt during the last Pharaonic period and one of the main commercial centers of that country. Until the sea swallowed it and it was forgotten.,https://www.cairotoptours.com/storage/3968/conversions/627e5ac4243246f0681d07ae3d62753e-webp.webp,https://www.cairotoptours.com/storage/3967/conversions/cbd9ba4b7e699dd6f374a06bd80c9fc8-webp.webp
1,Alexandria,Kom Al Dikka,"Kom Al-Dakkah is one of Alexandria's historic regions and is currently following the central district of Alexandria, which is above sea level about eight to ten meters above, in a middle area between archaeological tourist areas and commercial hubs of the city centre, an industrial hill that is the closure of buildings that have been destroyed and accumulated above each other, and this old neighborhood is the focus of the archaeological area",https://www.cairotoptours.com/storage/3998/conversions/367a20024289ee9fc6e5b5042e4ed795-webp.webp,https://www.cairotoptours.com/storage/3997/conversions/996ea66020e8aef611892a0436178759-webp.webp
1,Alexandria,Temple of the Black Head,"The Temple of the Black Head was built by one of the knights called ""Isidore"", meaning ""the gift of Isis"", and he fell from a war chariot, and his foot was injured.",https://www.cairotoptours.com/storage/4024/conversions/0003046c23dda57dd489b7743ec1e9ed-webp.webp,https://www.cairotoptours.com/storage/4023/conversions/4f7f37307f8cdc921267624d74ecd672-webp.webp
1,Alexandria,Antoniades Garden in Alexandria,"The Antoniadis Palace is one of the palaces belonging to a group of wealthy people in Alexandria. The palace contains a variety of antique statues, in addition to the rare diverse gardens and trees that surround the house.",https://www.cairotoptours.com/storage/4029/conversions/b5fe5cbd30a70bc23bc044390b5acb2e-webp.webp,https://www.cairotoptours.com/storage/4028/conversions/2e147197bec1a2c72e87b1650e1930ef-webp.webp
1,Alexandria,Monastery of Saint Mina,"The foundation stone of the Monastery of Martyr Mina was laid in 1958 by Pope Kyrollos VI, the 116th Patriarch.",https://www.cairotoptours.com/storage/4068/conversions/c0e5f2159783625d7e94876f23b6bf95-webp.webp,https://www.cairotoptours.com/storage/4067/conversions/3dfdd6aca3d80678ec7c031d702687a1-webp.webp
4,Aswan,Edfu | The Temple of Horus,"The Temple of Edfu, one of the best-preserved temples today that was dedicated to the god Horus and is located in the city of Edfu, on the west bank of the Nile River and is a great tourist spot to visit on your trip to Egypt.",https://www.cairotoptours.com/storage/381/conversions/ab1db9bba79f88a2cc4a96195aaa4c02-webp.webp,https://www.cairotoptours.com/storage/380/conversions/b0eae9b7fc7c66fb953ad4e010092ec6-webp.webp
4,Aswan,Philae Temple | Temple of Isis,"In the center of the Nile, in the charming town of Aswan, is the Temple of Philae, one of the most ancient temples in Egypt, which tells the story of an ancient civilization in one of the monuments of Nubian history that were saved from falling after the construction of the Great Dam.",https://www.cairotoptours.com/storage/436/conversions/2986f97e2830d9679de55066de5b7e19-webp.webp,https://www.cairotoptours.com/storage/435/conversions/4d81bd2429333dfdecc4c53b4d0b9f93-webp.webp
4,Aswan,The High Dam,"The Aswan High Dam is the largest project in Modern Egypt to prevent destructive flooding and extreme droughts from generating electricity. The most significant effort made by President Gamal abdel Nasser was to build the country for all Egyptians when the dam began to be constructed in the 1960s. The dam isn't the biggest in the world, but it's impressive.",https://www.cairotoptours.com/storage/444/conversions/2648876dfd49e496c0356ffbee9f52d5-webp.webp,https://www.cairotoptours.com/storage/443/conversions/a2f8b9b85d28ece95ad0597bb9137905-webp.webp
4,Aswan,Kom Ombo Temple | Temple of Sobek and Horus,"The Kom Ombo historical temple is located in the north of the city of Kom Ombo, about 45 kilometres north of Aswan. This temple's architectural composition is unique in that it is based on two axes, each of which represents itself. To illuminate the temple at night, an integrated lighting project was also completed. It was founded during the reign of Ptolemy VI, an Egyptian pharaoh.",https://www.cairotoptours.com/storage/488/conversions/a3fab0c2304043e9a76dde0bd22dcd9f-webp.webp,https://www.cairotoptours.com/storage/487/conversions/024e7139304aa012462f5fde404a7ede-webp.webp
4,Aswan,Abu Simbel Temples | Temple of Ramses II,"The Temple of Abu Simbel in the governorate of Aswan is one of Egypt's most famous ancient temples. The importance of the Great Temple of Abu Simbel is due to its association with the phenomenon of the sun crossing the face of the statue of Pharaoh Ramses II twice a year, the first corresponding to October 22 and the second to February 22 of each year.",https://www.cairotoptours.com/storage/496/conversions/cd364e61808877ad7127fe62119660e4-webp.webp,https://www.cairotoptours.com/storage/495/conversions/b62d76fa9cf407f559c91ff5bf8019f1-webp.webp
4,Aswan,Unfinished Obelisk in Aswan,"Hatshepsut ordered the creation of the Obelisk to complement what would later become known as the Lateran Obelisk, which was first located at Karnak before being taken to the Lateran Palace in Rome.",https://www.cairotoptours.com/storage/504/conversions/fd77665cd4ef5197313d8d01328923c9-webp.webp,https://www.cairotoptours.com/storage/503/conversions/64dbe475aa779d1180f9616cd228b99e-webp.webp
4,Aswan,The Nubian Village,"One of the oldest civilizations in Africa, traveling by felucca sailboat or modern motorboat, you will meet the locals, visit a traditional house, drink tea and have free time to explore the villages independently.",https://www.cairotoptours.com/storage/796/conversions/8610a636f369faa6063593c19ab1a4ae-webp.webp,https://www.cairotoptours.com/storage/795/conversions/cefc271057ade2ec65a4f72e162d47f8-webp.webp
4,Aswan,Lake Nasser,"Lake Nasser is located in southern Egypt, it is an artificial lake that was formed after the construction of the Aswan Dam on the Nile River. It is divided into two parts: one part is located in southern Egypt, in the Upper Egypt region, and the other part is located in northern Sudan and is called Lake Nuba. The water storage capacity within the lake is approximately one hundred and thirty-two cubic kilometers.",https://www.cairotoptours.com/storage/860/conversions/a6a8ac17b33622e190eb0b78248fbe2b-webp.webp,https://www.cairotoptours.com/storage/859/conversions/80d62bc9ab2dc4c6f352567b07e97638-webp.webp
4,Aswan,Aswan Airport,Aswan International Airport is located in the city of Aswan in southern Egypt. It is an international tourist airport serving the Nuba region in southern Egypt.,https://www.cairotoptours.com/storage/939/conversions/d826d9db911cc0420e80d8673cfaa2a9-webp.webp,https://www.cairotoptours.com/storage/938/conversions/f81c8a37176fd6a81682aa9d955043c7-webp.webp
4,Aswan,Aswan Nubian Museum,"You cannot come to Aswan without visiting the enchanting Nubian Museum. Not only for its ancient historical content but also for its amazing architectural design, designed by engineer Mahmoud Al-Hakim and designed to uniquely simulate the Nubian architecture spread in Aswan.",https://www.cairotoptours.com/storage/1254/conversions/b49df8fb2432a8949daeb3f2142db035-webp.webp,https://www.cairotoptours.com/storage/1253/conversions/8fbb73ec48fc9d6ee9b2a1555952ed06-webp.webp
4,Aswan,Kalabsha Temple in Aswan | Aswan Attractions,"The temple of Kalabsha in Aswan was built from sandstone rocks and is considered one of the most important temples of the unique Nubian architectural style. And the second largest of the temples that merged the Egyptian and Nubian styles, after Abu Simbel.",https://www.cairotoptours.com/storage/1386/conversions/fb73de7b7af66818e024be41919066ea-webp.webp,https://www.cairotoptours.com/storage/1385/conversions/498d9c8233f43fc14b8f5caa41d3c57b-webp.webp
4,Aswan,Wadi El Seboua Temple in Nubia | Valley of the Lions Temple in Aswan,"The area received its name from the road of rams leading to the temple of Ramses II, whose entrance was preceded by a road on each side of which was decorated with a group of Great Sphinxes in the form of crouching sevens. The temple of Wadi El Seboua, or the Valley of the Lions temple, is one of the three temples established by King Ramses II in Nubia.",https://www.cairotoptours.com/storage/1394/conversions/bf532575581a8276c24eea6809c59535-webp.webp,https://www.cairotoptours.com/storage/1393/conversions/6279ae1db420237f0954d588e2361bac-webp.webp
